StoreID,Store Type,Store Location,"Associates per Open Hour
Pre 4/5/2016","Associates per Open Hour
Post 4/5/2016",Open Time Pre 4/5/2016,Open Time Post 4/5/2016,Close Time Pre 4/5/2016,Close Time Post 4/5/2016,Store Age,"Population within 5mi
(1000s)",Competition within 5mi
360,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,2,140,13
361,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,5,138,25
362,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,8,273,9
363,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,22,430,42
364,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,13,33,71
365,Strip Mall,Rural,24,26,7:00,7:00,21:00,20:00,16,257,16
366,Strip Mall,Suburban,24,24,7:00,7:00,21:00,20:00,16,404,9
367,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,21:00,29,1000,95
368,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,28,436,22
369,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,13,109,3
370,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,27,327,10
371,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,10,267,18
372,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,40,419,81
373,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,4,25,24
374,Strip Mall,Suburban,24,26,7:00,7:00,21:00,20:00,7,73,7
375,Standalone,Urban,24,26,7:00,7:00,21:00,20:00,13,10,0
376,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,16,171,12
377,Standalone,Urban,24,28,7:00,7:00,21:00,19:00,24,5,2
378,Standalone,Urban,24,24,7:00,7:00,21:00,19:00,9,14,2
379,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,39,20,1
380,Standalone,Metropolitan,24,24,7:00,7:00,21:00,21:00,36,340,35
381,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,18,167,5
382,Standalone,Suburban,24,26,7:00,7:00,21:00,20:00,30,44,2
383,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,8,12,33
384,Standalone,Urban,24,26,7:00,7:00,21:00,20:00,33,9,2
385,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,25,370,19
386,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,15,395,48
387,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,13,325,55
388,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,2,277,6
389,Strip Mall,Suburban,24,28,7:00,7:00,21:00,19:00,9,239,77
390,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,37,7,15
391,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,13,226,46
392,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,5,485,51
393,Standalone,Suburban,24,26,7:00,7:00,21:00,20:00,33,15,0
394,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,3,220,5
395,Standalone,Suburban,24,24,7:00,7:00,21:00,20:00,10,181,17
396,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,7,94,4
397,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,34,5,1
398,Strip Mall,Metropolitan,24,26,7:00,7:00,21:00,20:00,40,273,12
399,Standalone,Urban,24,24,7:00,7:00,21:00,20:00,19,53,26
400,Strip Mall,Urban,24,24,7:00,7:00,21:00,19:00,24,66,33
401,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,7,57,17
402,Strip Mall,Rural,24,26,7:00,7:00,21:00,20:00,13,316,22
403,Strip Mall,Urban,24,24,7:00,7:00,21:00,20:00,37,189,7
404,Strip Mall,Suburban,24,28,7:00,7:00,21:00,19:00,32,70,14
405,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,40,46,1
406,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,8,34,5
407,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,15,380,18
408,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,12,94,14
409,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,10,251,16
410,Standalone,Suburban,24,24,7:00,7:00,21:00,20:00,13,103,4
411,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,31,441,14
412,Strip Mall,Suburban,24,24,7:00,7:00,21:00,19:00,20,233,10
413,Strip Mall,Urban,24,24,7:00,7:00,21:00,20:00,37,377,9
414,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,41,281,9
415,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,25,57,30
416,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,37,147,7
417,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,38,81,3
418,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,21,5,0
419,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,5,5,0
420,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,4,5,2
421,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,27,127,50
422,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,14,6,51
423,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,37,178,88
424,Standalone,Suburban,24,24,7:00,7:00,21:00,19:00,35,124,15
425,Strip Mall,Suburban,24,26,7:00,7:00,21:00,20:00,34,437,11
426,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,6,149,63
427,Standalone,Suburban,24,24,7:00,7:00,21:00,20:00,4,69,14
428,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,39,6,9
429,Standalone,Rural,24,24,7:00,7:00,21:00,19:00,19,16,0
430,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,13,160,6
431,Strip Mall,Metropolitan,24,24,7:00,7:00,21:00,21:00,35,5,7
432,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,25,145,7
433,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,17,290,50
434,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,36,464,12
435,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,2,10,58
436,Strip Mall,Suburban,24,24,7:00,7:00,21:00,20:00,27,262,6
437,Standalone,Suburban,24,26,7:00,7:00,21:00,20:00,27,265,14
438,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,26,236,11
439,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,30,196,82
440,Strip Mall,Urban,24,28,7:00,7:00,21:00,19:00,19,28,3
441,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,12,351,11
442,Standalone,Rural,24,24,7:00,7:00,21:00,21:00,27,4,36
443,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,31,377,9
444,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,29,71,18
445,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,34,23,56
446,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,29,17,0
447,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,36,213,10
448,Strip Mall,Suburban,24,28,7:00,7:00,21:00,19:00,7,55,2
449,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,14,52,2
450,Strip Mall,Metropolitan,24,28,7:00,7:00,21:00,19:00,25,442,11
451,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,36,70,4
452,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,5,345,14
453,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,25,96,11
454,Standalone,Suburban,24,28,7:00,7:00,21:00,19:00,40,18,16
455,Standalone,Rural,24,26,7:00,7:00,21:00,20:00,30,13,11
456,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,33,93,18
457,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,23,184,7
458,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,7,5,14
459,Standalone,Suburban,24,28,7:00,7:00,21:00,19:00,32,18,38
460,Standalone,Suburban,24,24,7:00,7:00,21:00,19:00,10,17,51
461,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,9,28,38
462,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,30,5,1
463,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,17,416,96
464,Standalone,Metropolitan,24,24,7:00,7:00,21:00,21:00,25,17,65
465,Strip Mall,Rural,24,24,7:00,7:00,21:00,21:00,11,46,2
466,Strip Mall,Suburban,24,28,7:00,7:00,21:00,19:00,13,376,28
467,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,7,38,4
468,Standalone,Urban,24,24,7:00,7:00,21:00,19:00,18,33,4
469,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,24,484,74
470,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,11,418,96
471,Standalone,Suburban,24,26,7:00,7:00,21:00,20:00,33,9,1
472,Standalone,Urban,24,26,7:00,7:00,21:00,20:00,14,18,1
473,Standalone,Urban,24,24,7:00,7:00,21:00,19:00,24,321,11
474,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,40,242,38
475,Strip Mall,Urban,24,26,7:00,7:00,21:00,20:00,16,209,76
476,Standalone,Metropolitan,24,24,7:00,7:00,21:00,21:00,22,43,7
477,Standalone,Metropolitan,24,24,7:00,7:00,21:00,19:00,40,8,15
478,Standalone,Suburban,24,24,7:00,7:00,21:00,19:00,35,78,3
479,Strip Mall,Urban,24,24,7:00,7:00,21:00,21:00,29,24,3
480,Standalone,Urban,24,24,7:00,7:00,21:00,21:00,38,278,102
481,Standalone,Metropolitan,24,24,7:00,7:00,21:00,21:00,16,256,31
482,Strip Mall,Suburban,24,24,7:00,7:00,21:00,21:00,36,8,0
483,Standalone,Suburban,24,24,7:00,7:00,21:00,21:00,40,137,29
