StoreID,1/3/16,1/10/16,1/17/16,1/24/16,1/31/16,2/7/16,2/14/16,2/21/16,2/28/16,3/6/16,3/13/16,3/20/16,3/27/16,4/3/16,4/10/16,4/17/16,4/24/16,5/1/16,5/8/16,5/15/16,5/22/16,5/29/16,6/5/16,6/12/16,6/19/16,6/26/16,7/3/16,7/10/16,7/17/16,7/24/16,7/31/16,8/7/16,8/14/16,8/21/16,8/28/16,9/4/16,9/11/16,9/18/16,9/25/16,10/2/16,10/9/16,10/16/16,10/23/16,10/30/16,11/6/16,11/13/16,11/20/16,11/27/16,12/4/16,12/11/16,12/18/16,12/25/16
118,13644.5,17856.7,17228.8,15871.7,13232.0,16910.0,13659.6,14815.2,15754.4,17816.8,19130.8,18134.5,17482.9,17252.0,16197.0,14044.0,15482.0,13187.0,12647.0,15637.0,14875.0,13020.0,16546.0,13090.0,11438.0,14063.0,12557.0,14026.0,12471.0,16606.0,16740.0,14572.0,15553.0,15000.0,16207.0,15749.0,17642.0,12946.0,13032.0,14061.0,16717.0,13224.0,15798.0,13791.0,13865.0,16479.0,19300.0,14272.0,19914.0,27241.0,19627.0,17956.0
119,7595.0,7980.6,10334.9,11497.0,8900.3,14005.3,9704.8,9537.9,10248.7,10697.8,11819.0,12276.7,9931.0,7700.0,8086.0,8621.0,7638.0,11748.0,9224.0,8791.0,10798.0,7870.0,10740.0,9470.0,9737.0,10118.0,8549.0,8598.0,7802.0,9883.0,7895.0,10040.0,9123.0,9815.0,8820.0,10313.0,10666.0,9841.0,10784.0,8893.0,8876.0,12333.0,10651.0,9603.0,12755.0,12343.0,15294.0,8945.0,9651.0,13257.0,16747.0,15080.0
120,4802.3,5699.5,5152.4,7096.4,4821.7,6907.9,5022.1,6799.1,4755.0,4849.7,4921.9,5273.0,4995.1,5184.0,5978.0,6037.0,6458.0,5230.0,4376.0,4944.0,5723.0,6093.0,5408.0,5132.0,5382.0,5500.0,6257.0,5642.0,4700.0,5722.0,5920.0,6409.0,5024.0,5829.0,6495.0,6510.0,5541.0,6387.0,6671.0,6056.0,6076.0,5079.0,4965.0,6558.0,7373.0,6745.0,7278.0,6949.0,6584.0,10118.0,10116.0,7112.0
121,4388.8,3951.5,4836.8,5301.0,4127.1,7190.1,5648.9,5147.0,5766.3,6005.4,5869.7,5203.0,5180.4,4768.0,5202.0,5119.0,4478.0,4632.0,4590.0,4911.0,3843.0,4074.0,5949.0,4299.0,4702.0,5171.0,5128.0,4548.0,4204.0,5469.0,5712.0,4796.0,4684.0,6108.0,6063.0,5784.0,4228.0,4965.0,6095.0,4253.0,5227.0,6119.0,5420.0,5889.0,5788.0,5022.0,7395.0,5675.0,6315.0,6214.0,8404.0,5488.0
122,6720.5,6380.1,7352.7,7536.8,6480.3,7705.9,5804.0,5950.4,6303.7,6681.7,7413.0,7889.0,8286.4,6768.0,5406.0,6002.0,7578.0,6846.0,7374.0,7293.0,6833.0,5885.0,7396.0,6781.0,7309.0,6881.0,6339.0,7650.0,5374.0,6116.0,7761.0,6067.0,6062.0,6155.0,7884.0,6028.0,7671.0,6120.0,7501.0,6009.0,7719.0,6850.0,6145.0,7764.0,7175.0,9360.0,8382.0,8713.0,7695.0,10119.0,9675.0,9719.0
123,9108.2,9666.1,7450.7,9769.5,7965.5,8698.9,9389.3,7396.8,7666.1,9322.5,9158.8,10551.4,10149.6,9258.0,6817.0,7398.0,6880.0,7680.0,6642.0,8233.0,9274.0,7568.0,9368.0,7399.0,8612.0,9658.0,7016.0,9333.0,9285.0,6953.0,8058.0,7727.0,7132.0,9581.0,7541.0,6940.0,7181.0,9340.0,7645.0,9709.0,10032.0,10090.0,9471.0,7397.0,9798.0,9022.0,10398.0,8530.0,9908.0,12544.0,13359.0,12718.0
124,15227.7,11043.6,14621.4,15537.9,13009.1,17673.6,13082.3,16176.5,14639.7,11811.5,12020.4,16721.5,16053.8,13863.0,11708.0,12136.0,14454.0,14963.0,13256.0,12021.0,10979.0,14651.0,14925.0,13799.0,10475.0,13478.0,11820.0,14780.0,15793.0,10769.0,15097.0,13448.0,11154.0,16795.0,13291.0,15546.0,16568.0,12294.0,11709.0,12621.0,12524.0,16539.0,12538.0,13613.0,15948.0,16485.0,15763.0,16159.0,16381.0,21284.0,21033.0,16736.0
125,14468.4,17188.9,13963.3,14691.4,16050.5,16520.1,16178.7,16298.2,13289.1,15688.7,15158.8,14033.3,12624.6,14459.0,15370.0,12656.0,13656.0,16506.0,16309.0,15347.0,15503.0,15681.0,16922.0,14247.0,12519.0,14303.0,15213.0,11787.0,11460.0,13201.0,14516.0,11882.0,14109.0,17215.0,14128.0,15413.0,17842.0,13860.0,14485.0,18600.0,17548.0,17064.0,12750.0,13097.0,14843.0,17857.0,24101.0,18235.0,19207.0,20531.0,19484.0,17687.0
126,7528.2,5729.6,6767.9,6361.8,5790.0,8791.6,7245.0,7375.3,7198.7,8415.7,7654.2,8327.4,8412.4,7763.0,6380.0,7726.0,7540.0,6008.0,7205.0,5407.0,7197.0,7299.0,6390.0,6153.0,5755.0,7417.0,7619.0,6424.0,5846.0,6834.0,6642.0,5816.0,7232.0,6413.0,7058.0,8315.0,7232.0,7476.0,8651.0,8074.0,6770.0,7108.0,8347.0,6617.0,7944.0,8803.0,9543.0,8201.0,8269.0,8586.0,10319.0,7315.0
127,5501.3,4995.1,4823.9,6036.6,5693.0,7443.1,5809.3,4497.6,5343.0,4548.2,6138.9,4865.9,6172.3,5888.0,4700.0,4588.0,4455.0,5274.0,3903.0,4494.0,4645.0,5773.0,5403.0,5619.0,5682.0,4597.0,5669.0,4552.0,4819.0,4991.0,4145.0,6073.0,5552.0,4853.0,6390.0,4789.0,4694.0,5211.0,6332.0,4698.0,6467.0,6135.0,6217.0,5904.0,4624.0,5765.0,7403.0,5510.0,5416.0,7075.0,6607.0,6972.0
128,9342.5,9458.7,9206.4,11507.4,9328.1,11138.8,10384.0,9827.3,10174.8,10094.0,11416.6,11835.0,11905.8,9986.0,10006.0,11448.0,9976.0,11959.0,8614.0,11720.0,8193.0,9719.0,9056.0,8401.0,11001.0,9350.0,9184.0,11003.0,11712.0,11391.0,9474.0,10761.0,11922.0,11696.0,9441.0,9230.0,10808.0,8859.0,10931.0,9822.0,12256.0,10638.0,10552.0,12524.0,10476.0,11975.0,16211.0,9506.0,12629.0,16776.0,14408.0,10924.0
129,13090.9,15630.5,13578.8,12513.7,16840.0,21656.3,12743.1,17414.0,12093.6,17857.7,17890.0,13027.4,12724.8,16843.0,11592.0,12683.0,11597.0,14349.0,12700.0,14890.0,13742.0,11299.0,15857.0,11743.0,11847.0,16348.0,13175.0,11704.0,13935.0,16086.0,13686.0,16043.0,15563.0,17362.0,17523.0,13141.0,12557.0,17210.0,13784.0,14511.0,16735.0,17131.0,14274.0,16211.0,14804.0,17484.0,18148.0,14759.0,18720.0,21762.0,22265.0,18453.0
130,5847.0,8008.6,8290.7,8017.2,6392.0,11452.8,8798.0,8661.2,9299.9,9078.0,7582.1,8534.1,9064.0,6114.0,7377.0,5974.0,6576.0,7472.0,8383.0,6525.0,6257.0,7777.0,7496.0,6326.0,6308.0,7331.0,8143.0,6366.0,7457.0,6692.0,8081.0,6733.0,8498.0,6992.0,7650.0,7578.0,8720.0,8401.0,7620.0,6597.0,7115.0,8705.0,9429.0,7571.0,9654.0,9099.0,11682.0,8324.0,10206.0,9356.0,13883.0,8952.0
131,10916.5,10932.6,13206.2,15695.1,11051.1,13028.5,13142.6,15162.0,14997.2,11568.1,14800.1,11155.6,14930.5,9816.0,12168.0,10190.0,10015.0,11400.0,11849.0,10547.0,9691.0,10432.0,12861.0,11311.0,9978.0,14840.0,13501.0,9691.0,10417.0,9680.0,14712.0,11668.0,11978.0,11584.0,11586.0,12528.0,13369.0,13347.0,11144.0,15557.0,13269.0,15643.0,14464.0,14093.0,13515.0,17160.0,19312.0,12395.0,12231.0,16044.0,15957.0,18089.0
132,15933.5,13386.7,12030.9,16271.1,15610.3,21820.6,15086.8,17483.0,15780.8,16996.0,18309.8,16007.6,16664.0,14730.0,15741.0,11526.0,15891.0,13328.0,15478.0,12082.0,13680.0,15872.0,12778.0,11273.0,15318.0,13762.0,15160.0,11568.0,12581.0,11181.0,15389.0,17235.0,16163.0,16598.0,16016.0,17355.0,16793.0,15545.0,13157.0,12525.0,13443.0,17592.0,14157.0,16356.0,16203.0,16823.0,21880.0,12606.0,15009.0,21934.0,19126.0,17833.0
133,4248.8,4602.0,4450.2,4610.6,4812.0,7585.3,6249.8,6165.8,6210.0,5784.6,4935.9,5653.2,5147.0,4031.0,4803.0,5769.0,5750.0,4665.0,4706.0,4629.0,5560.0,4305.0,4666.0,5376.0,4128.0,5993.0,5657.0,5470.0,5455.0,5709.0,4543.0,4272.0,4382.0,5467.0,5565.0,5945.0,4842.0,4542.0,5171.0,5296.0,5699.0,5817.0,5334.0,6448.0,4764.0,5667.0,8372.0,5530.0,6339.0,9002.0,7965.0,6960.0
134,14495.3,14343.5,13618.7,18354.2,15811.4,24185.1,15847.0,17197.5,16002.1,16819.5,19635.9,16064.5,18854.0,14305.0,13095.0,16900.0,18815.0,17151.0,12651.0,18065.0,17495.0,13834.0,17691.0,15518.0,16745.0,14595.0,18587.0,13644.0,16301.0,14501.0,19131.0,13927.0,18604.0,16447.0,19021.0,17800.0,17187.0,15361.0,20147.0,20609.0,18080.0,13988.0,20770.0,14655.0,17636.0,16284.0,19917.0,17109.0,18283.0,21323.0,30849.0,23595.0
135,5267.6,5797.5,6211.1,6878.8,6589.1,9642.4,6940.2,7844.9,5521.8,7642.4,6003.2,7049.0,6983.3,6719.0,6417.0,7542.0,6651.0,6306.0,6740.0,6946.0,5582.0,7475.0,6616.0,6891.0,5854.0,5884.0,7019.0,7110.0,6703.0,6327.0,5687.0,7390.0,5593.0,7868.0,6626.0,6176.0,6871.0,5387.0,5780.0,6105.0,5870.0,7310.0,5817.0,7788.0,7313.0,8126.0,9800.0,6912.0,7802.0,11857.0,8681.0,10134.0
136,10921.9,12344.1,12929.6,16652.9,13103.4,19725.4,15292.7,12529.0,14115.0,16402.8,12264.5,16003.2,13305.9,12151.0,15380.0,15805.0,13149.0,12212.0,10942.0,14592.0,11315.0,14256.0,16523.0,11752.0,12081.0,13460.0,12226.0,12487.0,15125.0,15771.0,15239.0,11525.0,15953.0,11505.0,16501.0,14517.0,11356.0,13383.0,11549.0,17171.0,15841.0,12253.0,13973.0,13606.0,15756.0,13574.0,18797.0,12041.0,17186.0,22439.0,23976.0,19741.0
137,7953.8,7698.5,10108.5,8637.8,10448.9,10212.4,11197.0,8222.3,7825.6,8676.5,10308.5,9508.5,9837.8,8268.0,9336.0,10113.0,8482.0,8204.0,6861.0,7150.0,9689.0,9300.0,7354.0,8649.0,6613.0,10009.0,7570.0,9189.0,7978.0,8881.0,7696.0,7949.0,9618.0,11156.0,8718.0,9626.0,9349.0,9256.0,10359.0,11029.0,10564.0,7791.0,9004.0,9172.0,11656.0,12197.0,12137.0,9485.0,11935.0,12363.0,14175.0,10147.0
138,11111.9,11338.4,9203.5,11376.0,12337.3,11942.8,11956.1,13558.4,10429.0,10640.0,13789.3,14540.7,12556.1,10043.0,9432.0,12422.0,10819.0,13314.0,11838.0,12581.0,9593.0,9855.0,10554.0,10166.0,8213.0,10379.0,12447.0,10213.0,9823.0,10079.0,12019.0,9563.0,10757.0,12698.0,10090.0,11208.0,12666.0,11514.0,11402.0,9616.0,9962.0,13677.0,12413.0,11777.0,12216.0,11898.0,16805.0,11996.0,13792.0,15470.0,16489.0,16311.0
139,8120.6,6261.7,6299.4,6364.0,5806.1,9067.3,6426.5,7253.6,6020.4,8919.7,6842.2,8104.4,8833.6,6162.0,7358.0,8331.0,7423.0,7110.0,6967.0,7393.0,7306.0,6858.0,8550.0,6274.0,5723.0,8743.0,7956.0,6594.0,7758.0,5928.0,5812.0,7604.0,7631.0,7897.0,9001.0,8471.0,7536.0,6983.0,8495.0,7793.0,6527.0,8633.0,8784.0,8876.0,9061.0,10093.0,10177.0,7596.0,6978.0,10365.0,11697.0,8458.0
140,6417.8,8350.0,6393.1,8843.2,8301.5,10708.6,7112.5,8358.6,8464.1,10112.0,8052.7,10464.1,9060.8,9129.0,6547.0,8132.0,6914.0,7386.0,7965.0,7499.0,8898.0,7850.0,9667.0,8073.0,7164.0,10495.0,6956.0,9362.0,7420.0,8891.0,8899.0,7092.0,7986.0,9581.0,7921.0,8250.0,7636.0,7365.0,8866.0,7785.0,8346.0,10020.0,9741.0,9494.0,7551.0,10811.0,12124.0,7955.0,9954.0,11858.0,13858.0,10196.0
141,8416.8,9646.7,8386.6,8996.2,11390.4,15174.9,9714.5,10959.6,11197.6,9823.3,11997.8,12974.6,9523.9,9173.0,11824.0,10730.0,8736.0,10889.0,8101.0,10438.0,9121.0,8411.0,11221.0,9964.0,9689.0,9355.0,8875.0,11090.0,11596.0,11611.0,10064.0,11480.0,9625.0,11573.0,11747.0,12532.0,12148.0,8744.0,10524.0,9408.0,12759.0,12469.0,12483.0,9446.0,12470.0,12738.0,12669.0,13441.0,14784.0,16619.0,15220.0,15042.0
142,7828.7,7201.9,7326.8,8694.6,6809.9,7043.6,7808.3,6346.8,6180.9,6028.0,7059.7,7812.6,6087.2,8010.0,7058.0,5673.0,6574.0,6845.0,6278.0,7985.0,5759.0,6401.0,6481.0,6631.0,5998.0,8166.0,7696.0,6699.0,7010.0,7155.0,7473.0,6878.0,8318.0,7585.0,6246.0,6615.0,7386.0,7122.0,8362.0,8685.0,8319.0,6597.0,6394.0,6507.0,6365.0,6831.0,11108.0,6687.0,6804.0,8555.0,9958.0,7290.0
143,15498.0,17991.3,17025.2,13613.3,15586.3,22675.2,15516.3,17216.9,18997.2,17861.0,16620.3,16110.8,15767.3,17547.0,15945.0,16004.0,13749.0,17401.0,13264.0,12645.0,13606.0,16813.0,15629.0,14258.0,14789.0,16945.0,17272.0,12192.0,16483.0,12662.0,14064.0,13090.0,18070.0,17397.0,13555.0,17735.0,18558.0,14230.0,16724.0,13747.0,19427.0,13308.0,16722.0,14021.0,19934.0,20879.0,17216.0,13291.0,19490.0,22200.0,20632.0,18261.0
144,10099.0,8849.7,8598.8,12228.3,12298.3,14636.4,11858.8,12784.0,9396.8,9344.1,13600.4,13614.4,12051.6,10808.0,11130.0,10574.0,11599.0,14243.0,9661.0,11021.0,9128.0,10069.0,10744.0,10527.0,9154.0,13273.0,10355.0,11503.0,11528.0,11294.0,9028.0,13050.0,12984.0,12801.0,9484.0,11361.0,12597.0,9770.0,11709.0,10842.0,13365.0,13729.0,12563.0,12827.0,12745.0,15287.0,16730.0,10125.0,13765.0,13631.0,19245.0,14437.0
145,11027.4,8658.0,8061.3,10062.4,8021.5,12417.8,12002.1,9311.7,8883.1,9135.1,8827.1,10818.5,9978.4,10174.0,11390.0,11183.0,8671.0,12233.0,9908.0,9991.0,8492.0,9451.0,10564.0,8110.0,8600.0,12027.0,10744.0,10170.0,11365.0,9579.0,10669.0,11571.0,10924.0,9925.0,9642.0,10163.0,8867.0,10321.0,8740.0,11219.0,10317.0,12000.0,11738.0,9183.0,12667.0,12647.0,16324.0,11595.0,10662.0,17297.0,16335.0,14837.0
146,8618.2,10067.8,8957.4,7873.9,9951.5,9993.5,8816.3,9377.4,10487.8,9490.5,10762.5,12297.2,10656.9,10054.0,9834.0,9641.0,8257.0,10745.0,9173.0,8435.0,7264.0,7588.0,8290.0,9884.0,7516.0,11259.0,10259.0,10434.0,9059.0,10013.0,10484.0,8781.0,8273.0,9911.0,10230.0,9746.0,10345.0,10428.0,10849.0,8496.0,10621.0,11550.0,8436.0,9317.0,11556.0,11256.0,10947.0,8932.0,11228.0,12944.0,11954.0,12106.0
147,10871.2,11250.3,8792.6,13709.1,12768.9,12024.7,13151.2,12467.4,11070.5,12556.7,12893.8,10715.1,9984.9,10192.0,10419.0,12109.0,11262.0,10176.0,8700.0,10160.0,8870.0,10549.0,11075.0,9541.0,9012.0,11394.0,11454.0,10574.0,11724.0,10899.0,12113.0,9290.0,9309.0,10895.0,11936.0,11008.0,10527.0,12283.0,11232.0,11001.0,13128.0,11918.0,9989.0,10425.0,10298.0,12039.0,13148.0,14001.0,12067.0,19363.0,15752.0,15312.0
148,14399.5,13223.4,13177.1,13886.8,14738.7,19747.9,16329.5,13181.4,17866.4,13129.7,18645.0,17931.0,13651.0,16149.0,15394.0,16047.0,17195.0,13946.0,13224.0,12791.0,11391.0,14364.0,17150.0,11686.0,13236.0,18183.0,16837.0,14772.0,15439.0,12950.0,14965.0,12866.0,15370.0,15864.0,16400.0,16997.0,13083.0,12882.0,16596.0,12784.0,14662.0,16045.0,16437.0,14986.0,17693.0,15715.0,19068.0,12964.0,15702.0,23381.0,19203.0,15564.0
149,8673.1,6668.8,8537.4,8916.5,6848.6,9728.5,8026.9,6692.5,8104.4,6563.2,8439.4,8367.2,6799.1,7441.0,6564.0,6379.0,6971.0,7182.0,7705.0,6780.0,7650.0,8342.0,8847.0,6539.0,6390.0,9001.0,8948.0,6006.0,8914.0,7352.0,6877.0,8928.0,9144.0,7200.0,6574.0,9127.0,6338.0,7814.0,9514.0,8808.0,7253.0,7780.0,8035.0,8319.0,8996.0,10267.0,11596.0,8800.0,7536.0,11877.0,14696.0,9556.0
150,10540.6,12044.1,14321.9,13639.1,11164.2,16009.6,15593.9,15908.4,12370.4,12604.1,11225.6,16391.9,14053.8,12659.0,13654.0,14012.0,13278.0,11799.0,11709.0,14888.0,14556.0,10541.0,14554.0,12133.0,10713.0,15825.0,12977.0,10548.0,14391.0,11877.0,11450.0,14297.0,13533.0,12342.0,11783.0,13317.0,11175.0,14425.0,14309.0,13511.0,14472.0,11363.0,15749.0,11719.0,12729.0,17098.0,17408.0,16478.0,17588.0,19763.0,18726.0,19641.0
151,13453.9,13347.3,12096.9,11441.0,14206.7,16397.3,13803.9,14242.2,12836.8,14015.0,13963.3,14374.7,10395.2,9631.0,10985.0,14417.0,13600.0,14861.0,9467.0,12834.0,12096.0,13739.0,12988.0,9273.0,11408.0,13210.0,12463.0,10180.0,9549.0,11859.0,13694.0,12463.0,12035.0,14908.0,14085.0,10039.0,13688.0,10840.0,12978.0,13553.0,14555.0,15147.0,15296.0,13331.0,13705.0,14245.0,20254.0,13593.0,17309.0,15858.0,19859.0,16000.0
152,7027.8,7169.2,7005.7,6462.0,5410.1,8421.2,5323.9,5996.8,6295.2,5694.1,7474.2,7825.6,6179.2,7024.0,5026.0,6641.0,6445.0,6068.0,5652.0,6125.0,5409.0,4860.0,7182.0,4856.0,5145.0,6201.0,5217.0,6049.0,4921.0,6379.0,6368.0,6152.0,5759.0,6528.0,6306.0,5615.0,7217.0,6608.0,5198.0,7135.0,5950.0,5437.0,7460.0,6685.0,6526.0,6861.0,8710.0,6746.0,6100.0,10947.0,10896.0,7443.0
153,11437.7,12803.4,12183.0,11052.2,15092.0,16442.6,13870.7,11050.0,11429.1,13190.0,15547.6,14914.3,11451.7,13752.0,10429.0,13759.0,13312.0,14616.0,10459.0,13054.0,13523.0,13533.0,12881.0,9710.0,13359.0,15490.0,10966.0,13629.0,10135.0,14799.0,11450.0,13371.0,15030.0,15573.0,15680.0,14912.0,11457.0,14176.0,14353.0,15902.0,12366.0,15788.0,12141.0,15932.0,12210.0,14937.0,18554.0,14801.0,13434.0,16329.0,22029.0,15951.0
154,13951.5,13576.7,14424.3,16291.8,11081.3,13901.9,11317.1,14339.2,11406.5,14725.8,12663.4,14078.5,16018.2,12965.0,12707.0,10910.0,14232.0,15617.0,11001.0,14418.0,14208.0,10265.0,15535.0,13277.0,13165.0,11681.0,12867.0,14997.0,10431.0,14389.0,14005.0,10641.0,15585.0,14076.0,11631.0,14996.0,11175.0,11647.0,11946.0,16088.0,12193.0,12798.0,13050.0,12063.0,15824.0,16245.0,20466.0,15016.0,16000.0,17403.0,16951.0,18625.0
155,10701.7,8553.5,10161.6,11726.0,11997.1,11731.6,12390.5,9716.7,12355.7,9157.5,11898.5,12094.6,8718.3,8242.0,11171.0,10988.0,7667.0,11034.0,8063.0,10240.0,7768.0,9154.0,9245.0,10150.0,8141.0,10263.0,9075.0,10395.0,10307.0,8443.0,11300.0,11398.0,11449.0,11179.0,9555.0,10487.0,9406.0,11168.0,11170.0,9575.0,8931.0,8899.0,8334.0,10311.0,11690.0,9395.0,11141.0,9896.0,11895.0,12706.0,16956.0,12032.0
156,11263.3,8674.2,11854.5,13023.1,9533.6,14400.6,10638.6,10371.5,9912.7,9867.5,11020.9,10163.6,13015.5,9138.0,11409.0,9378.0,10041.0,12727.0,10552.0,10861.0,10419.0,8385.0,11337.0,10854.0,11746.0,10730.0,8597.0,11580.0,11907.0,11704.0,12449.0,10420.0,11663.0,9568.0,11311.0,10516.0,9667.0,12130.0,12467.0,12516.0,11721.0,9148.0,12823.0,10905.0,13860.0,10469.0,13130.0,9461.0,14684.0,18539.0,15729.0,13593.0
157,8897.1,8220.7,8970.3,9691.9,9872.9,8566.5,7145.9,9242.8,8438.3,7228.8,9529.3,8891.7,10356.4,8542.0,8387.0,9027.0,9119.0,9795.0,8404.0,7725.0,9460.0,7455.0,9462.0,8510.0,6610.0,9534.0,7248.0,6860.0,7230.0,8083.0,9425.0,9038.0,6850.0,8580.0,10010.0,9157.0,8427.0,10273.0,8671.0,10355.0,8850.0,7321.0,8186.0,8813.0,10049.0,11172.0,13615.0,8773.0,9542.0,11620.0,15712.0,9064.0
158,13269.9,11942.8,13215.8,14846.8,16114.2,16873.4,17109.8,12142.8,16888.8,16243.5,14885.5,12729.6,13568.3,11148.0,11159.0,12466.0,11478.0,12239.0,13877.0,12460.0,11057.0,15332.0,16170.0,13693.0,13745.0,11910.0,11803.0,15131.0,14219.0,11929.0,11366.0,11943.0,15023.0,16234.0,15190.0,14845.0,16684.0,12580.0,14441.0,14748.0,17398.0,12470.0,17021.0,13861.0,16901.0,17089.0,21771.0,15926.0,15843.0,18428.0,22312.0,14756.0
159,12978.3,16120.5,16084.0,16880.9,17693.3,20035.3,13317.0,13429.9,14676.2,17038.1,15027.0,17015.9,16614.2,14266.0,13382.0,15724.0,12708.0,19425.0,12613.0,15441.0,14310.0,15988.0,13365.0,12944.0,14638.0,15885.0,17465.0,12881.0,17685.0,12931.0,15048.0,17786.0,13917.0,18671.0,16345.0,12531.0,12447.0,14869.0,16107.0,13898.0,13345.0,13069.0,17944.0,14964.0,17264.0,16628.0,25259.0,18567.0,17317.0,25606.0,23285.0,21422.0
160,3462.6,3776.0,4532.0,3792.1,5000.5,6180.9,5003.7,4931.6,4909.0,3842.7,4196.0,5418.4,4923.0,3724.0,3576.0,4500.0,3542.0,4452.0,4358.0,4373.0,4528.0,3889.0,4773.0,4767.0,3362.0,3753.0,4518.0,4511.0,4542.0,4954.0,3741.0,3923.0,4987.0,3802.0,4942.0,4072.0,3916.0,4696.0,3895.0,5383.0,3933.0,4799.0,4076.0,4194.0,4073.0,5956.0,6349.0,5181.0,5554.0,7104.0,8168.0,4659.0
161,5996.7,7686.5,6389.8,6684.9,6455.5,9213.7,8247.7,6273.5,9057.6,7182.5,6722.6,9271.9,7968.7,8346.0,5882.0,7418.0,6042.0,6761.0,7321.0,6633.0,7642.0,8083.0,8342.0,7586.0,5593.0,8230.0,6841.0,5687.0,8030.0,6013.0,8144.0,6882.0,7038.0,9097.0,6784.0,7997.0,8439.0,8675.0,6459.0,8205.0,6846.0,7442.0,8146.0,6877.0,9285.0,7233.0,8696.0,9253.0,9320.0,12082.0,10574.0,10758.0
162,5262.2,5543.3,5303.1,5614.4,4322.0,5378.5,4673.1,5341.9,4650.5,4743.1,4267.1,6259.5,4665.6,5507.0,4190.0,5221.0,4683.0,5836.0,4709.0,4334.0,4998.0,4117.0,5049.0,3740.0,4775.0,5481.0,5456.0,4025.0,4871.0,4788.0,3875.0,5359.0,4143.0,4240.0,5456.0,4332.0,4247.0,4977.0,4810.0,4034.0,4466.0,5289.0,5041.0,5823.0,4331.0,6651.0,5981.0,4416.0,6054.0,7577.0,8359.0,5486.0
163,12893.7,13665.5,10386.2,13776.3,13661.1,14301.4,14314.6,12133.9,12519.8,10784.2,10414.7,15130.3,12883.8,12596.0,11523.0,9185.0,9539.0,12574.0,10757.0,9150.0,11525.0,9533.0,11524.0,9633.0,12357.0,13771.0,12177.0,11991.0,12047.0,11162.0,13362.0,12228.0,11868.0,12513.0,10436.0,12221.0,9747.0,11335.0,11619.0,12168.0,14073.0,10999.0,11610.0,10519.0,13894.0,13315.0,17287.0,13846.0,12478.0,15227.0,17317.0,12596.0
164,4570.0,4358.6,3445.5,5475.3,4378.5,5572.7,3797.4,4506.9,4220.2,3769.8,4645.2,5210.8,5382.4,4142.0,3989.0,3632.0,3430.0,4574.0,3531.0,4876.0,4950.0,4809.0,4445.0,4399.0,3521.0,5253.0,4301.0,4518.0,4152.0,4038.0,4555.0,3976.0,4066.0,5270.0,5102.0,3911.0,4694.0,4651.0,4237.0,3828.0,4707.0,4620.0,3899.0,5077.0,4115.0,5084.0,7109.0,4212.0,5433.0,6999.0,6797.0,6648.0
165,10289.7,13253.6,11127.6,12032.2,9527.1,12747.4,12533.0,10858.3,9609.0,10914.3,10586.9,10798.0,11486.2,9756.0,10664.0,9067.0,10868.0,12023.0,12896.0,10432.0,9416.0,11290.0,9880.0,9424.0,10996.0,14277.0,9562.0,10831.0,11406.0,9226.0,13674.0,11741.0,10096.0,12110.0,10334.0,13555.0,12507.0,9980.0,11779.0,11840.0,14402.0,11357.0,11031.0,11628.0,13213.0,11880.0,13460.0,10015.0,12553.0,20344.0,17885.0,12606.0
166,15526.0,13401.1,14437.2,15989.1,12609.5,19361.2,17125.4,17176.0,17445.2,15567.0,18209.9,19384.9,16916.4,12544.0,16518.0,13400.0,14344.0,13830.0,12439.0,14695.0,11805.0,14650.0,12530.0,16729.0,14541.0,16690.0,16174.0,16871.0,14755.0,15476.0,14983.0,14959.0,14906.0,16080.0,16461.0,15803.0,14077.0,12467.0,18669.0,18237.0,14546.0,13431.0,18130.0,12985.0,17738.0,16768.0,22672.0,16898.0,19316.0,18571.0,29098.0,16289.0
167,13399.0,10004.3,9635.9,13249.3,13272.9,18285.3,10967.1,14633.2,12006.4,12150.7,12383.3,14043.0,10782.9,10707.0,10268.0,12956.0,11759.0,13354.0,12369.0,10314.0,10665.0,11543.0,13574.0,12839.0,9195.0,15612.0,11349.0,12793.0,9673.0,14297.0,10103.0,13546.0,10965.0,12100.0,14458.0,12240.0,10713.0,14773.0,11285.0,13441.0,10841.0,13827.0,15225.0,11995.0,15468.0,14907.0,16736.0,15463.0,14109.0,18052.0,20916.0,15943.0
168,3929.1,4174.8,4193.7,4550.1,3690.1,5936.9,5349.2,4579.9,4421.7,3847.2,4540.1,5509.7,4865.5,4164.0,4032.0,4167.0,4920.0,4641.0,3544.0,4172.0,4351.0,4172.0,3900.0,4245.0,3605.0,4997.0,4510.0,3555.0,4877.0,4318.0,4033.0,3609.0,4289.0,4599.0,4167.0,4468.0,4453.0,3644.0,5498.0,4990.0,4163.0,4920.0,4433.0,5299.0,4782.0,4866.0,5438.0,4179.0,5020.0,7439.0,6446.0,6152.0
169,7363.4,8502.6,8760.2,7695.6,7397.4,13110.8,10767.7,8403.9,7820.6,7753.7,8365.5,10070.4,10908.1,9924.0,7782.0,7663.0,9048.0,8424.0,9378.0,9991.0,8649.0,8690.0,7249.0,9220.0,7636.0,10283.0,9206.0,7831.0,10062.0,7463.0,9967.0,10288.0,10291.0,9249.0,7464.0,7340.0,9346.0,10481.0,10709.0,8677.0,8864.0,8701.0,11070.0,8093.0,10279.0,9379.0,12875.0,8973.0,10371.0,11727.0,13730.0,12039.0
